Year,Sector,Subsector,Organization,Property Name,Primary Property Type - Self Selected,Portfolio Manager Property ID,Portfolio Manager Parent Property ID,Parent Property Name,Year Ending,Address,City,Postal Code,Property GFA - Self-Reported (m²),Number of Buildings,Custom Property ID 1 - Name,Custom Property ID 1 - Value,Custom Property ID 2 - Name,Custom Property ID 2 - Value,Custom Property ID 3 - Name,Custom Property ID 3 - Value,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (GJ),Natural Gas Use (therms),Natural Gas Use (GJ),Fuel Oil #1 Use (GJ),Fuel Oil #2 Use (GJ),Fuel Oil #4 Use (GJ),Fuel Oil #5 & 6 Use (GJ),Diesel Use (GJ),Kerosene Use (GJ),Propane Use (GJ),District Steam Use (GJ),District Hot Water Use (GJ),District Chilled Water Use (GJ),Wood Use (GJ),Site Energy Use (GJ),Source Energy Use (GJ),Site EUI (GJ/m²),Site EUI (ekWh/sqft),Source EUI (GJ/m²),Source EUI (ekWh/sqft),Weather Normalized Site Energy Use (GJ),Weather Normalized Source Energy Use (GJ),Weather Normalized Site EUI (GJ/m²),Weather Normalized Site EUI (ekWh/sqft),Weather Normalized Source EUI (GJ/m²),Weather Normalized Source EUI (ekWh/sqft),Total (Location-Based) GHG Emissions (Metric Tons CO2e),Total (Location-Based) GHG Emissions Intensity (kgCO2e/m²),Drinking Water Treatment & Distribution - Average Flow (m³PD),Wastewater Treatment Plant - Average Influent Flow (m³PD),Address 2,List of All Property Use Types (GFA) (m²),Largest Property Use Type,Report Submission Date,Data Quality Checker Run?,Data Quality Checker - Date Run
2023,Municipal,Municipality,City of Waterloo,Waterloo City Centre,Office,24323489,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,100 Regina Street South,Waterloo,N2J 4A8,6967.7,1,Organization,City of Waterloo,SubSector,Municipality,Weekly Average Hours,50.0,890093.6,3204.2,26990.1,2847.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6051.8,8882.2,0.87,22.4516129,1.27,32.77419355,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,168.1,24.1,Not Available,Not Available,Not Available,Office (6967.7),Office,6/27/24 2:31 PM,No,Not Available
2023,Municipal,Municipality,City of Waterloo,Waterloo Public Library John M. Harper Branch,Library,24323492,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,500 Fischer-Hallman Road North,Waterloo,N2L 0B1,6356.6,1,Organization,City of Waterloo,SubSector,Municipality,Weekly Average Hours,50.0,1315695.4,4736.3,65133.7,6872,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11608.3,15951.7,1.83,47.22580645,2.51,64.77419355,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,382.3,60.1,Not Available,Not Available,Not Available,Library (6356.6),Library,6/27/24 2:31 PM,No,Not Available
2023,Municipal,Municipality,City of Waterloo,Waterloo Public Library Main Branch,Library,24323493,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,35 Albert Street,Waterloo,N2L 5E2,3270.2,1,Organization,City of Waterloo,SubSector,Municipality,Weekly Average Hours,50.0,265158.3,954.5,21000.1,2215.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3170.2,4095.4,0.97,25.03225806,1.25,32.25806452,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,118.8,36.3,Not Available,Not Available,Not Available,Library (3270.2),Library,6/27/24 2:31 PM,No,Not Available
2023,Municipal,Municipality,City of Waterloo,Waterloo-St. Jacob's Railway Station,Indoor Arena,24323498,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,10 Father David Bauer Drive,Waterloo,N2L 6M3,223,1,Organization,City of Waterloo,SubSector,Municipality,Weekly Average Hours,40.0,7835,28.2,1004,105.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,134.1,163.9,0.6,15.48387097,0.74,19.09677419,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.5,24.9,Not Available,Not Available,Not Available,Other - Entertainment/Public Assembly (223.0),Other - Entertainment/Public Assembly,6/27/24 2:31 PM,No,Not Available
2023,Municipal,Municipality,City of Waterloo,Wing 404 Rotary Centre,Social/Meeting Hall,24323499,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,510 Dutton Drive,Waterloo,N2L 4C6,603.9,1,Organization,City of Waterloo,SubSector,Municipality,Weekly Average Hours,70.0,60845,219,5540.6,584.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,803.6,1020.5,1.33,34.32258065,1.69,43.61290323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,31.1,51.5,Not Available,Not Available,Not Available,Social/Meeting Hall (603.9),Social/Meeting Hall,6/27/24 2:31 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,350 CITY HALL,Office,24323533,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,350 CITY HALL SQ,Windsor,N9A 6S1,10220,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,40.0,807136.5,2905.6,1497,157.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1902.7,2610.5,Not Available,7576.7,9503.2,0.74,19.09677419,0.93,24,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,232.7,22.8,Not Available,Not Available,Not Available,Office (10220.0),Office,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,400 CITY HALL,Office,24323534,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,400 CITY HALL SQ,Windsor,N9A 7K6,14307,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,40.0,1421153.9,5115.9,6356.9,670.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3834,4132.1,Not Available,13752.7,17527.6,0.96,24.77419355,1.23,31.74193548,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,462.6,32.3,Not Available,Not Available,Not Available,Office (14307.0),Office,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,ADIE KNOX ARENA,Social/Meeting Hall,24323535,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1551 WYANDOTTE ST W,Windsor,N9B 1H6,4357,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,105.0,661189.3,2380.2,21561.1,2274.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4655,6767,1.07,27.61290323,1.55,40,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,132.9,30.5,Not Available,Not Available,Not Available,Social/Meeting Hall (4357.0),Social/Meeting Hall,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,ADIE KNOX EAST WING,Indoor Arena,24323536,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1495 WYANDOTTE ST W,Windsor,N9b 1H6,1160.9,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,84.0,4226.5,15.2,1202.4,126.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,142.1,162.3,0.12,3.096774194,0.14,3.612903226,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6.5,5.6,Not Available,Not Available,Not Available,Other - Recreation (1160.9),Other - Recreation,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,AMBASSADOR PUMP STATION,Drinking Water Treatment & Distribution,24323537,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1021 SPRUCEWOOD AVE,Windsor,N9A 7K6,41,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,33345.8,120,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,120,219.7,2.93,75.61290323,5.36,138.3225806,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.9,22.8,Not Available,Not Available,Not Available,Drinking Water Treatment & Distribution (41.0),Drinking Water Treatment & Distribution,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,ARCHIVES / FILE RETENTION,Office,24323538,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,930 MERCER ST,Windsor,N9A 1N6,770.9,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,40.0,40716.1,146.6,5218.5,550.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,697.2,851.8,0.9,23.22580645,1.1,28.38709677,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,28.8,37.4,Not Available,Not Available,Not Available,Office (770.9),Office,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,ASPEN LAKE PUMP STATION,Drinking Water Treatment & Distribution,24323539,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1418 FLORENCE AVE,Windsor,N9A 7K6,41,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,17893,64.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,64.4,117.9,1.57,40.51612903,2.88,74.32258065,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.5,12.2,Not Available,Not Available,Not Available,Drinking Water Treatment & Distribution (41.0),Drinking Water Treatment & Distribution,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,BRIDGEVIEW WPL,Library,24323540,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1295 CAMPBELL AVE,Windsor,N9B 3M7,464,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,48.0,87064.1,313.4,1989.5,209.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,523.3,796.1,1.13,29.16129032,1.72,44.38709677,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13,28,Not Available,Not Available,Not Available,Library (464.0),Library,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,BUS TERMINAL,Office,24323541,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,300 CHATHAM ST W,Windsor,N9A 0A8,910,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,115.0,238748.9,859.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,613.4,545.8,Not Available,2018.7,2699.8,2.22,57.29032258,2.97,76.64516129,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67.1,73.7,Not Available,Not Available,Not Available,Office (910.0),Office,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,CAPITOL THEATRE,Other - Entertainment/Public Assembly,24323542,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,121 UNIVERSITY AVE W,Windsor,N9A 5P4,2406.9,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,68.0,435620.9,1568.2,29437.2,3105.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4674,6161.9,1.94,50.06451613,2.56,66.06451613,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,168.3,69.9,Not Available,Not Available,Not Available,Other - Entertainment/Public Assembly (2406.9),Other - Entertainment/Public Assembly,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,CARON PUMP STATION,Drinking Water Treatment & Distribution,24323543,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,620 RIVERSIDE DR W,Windsor,N9A 7K6,928.9,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,1139059.8,4100.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4100.4,7503.8,4.41,113.8064516,8.08,208.516129,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,31.9,34.3,Not Available,Not Available,Not Available,Drinking Water Treatment & Distribution (928.9),Drinking Water Treatment & Distribution,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,CENTRAL AVENUE PUMP STATION,Drinking Water Treatment & Distribution,24323544,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,3601 GRAND MARAIS RD E,Windsor,N9A 7K6,114.9,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,8146.6,29.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29.3,53.7,0.26,6.709677419,0.47,12.12903226,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.2,2,Not Available,Not Available,Not Available,Drinking Water Treatment & Distribution (114.9),Drinking Water Treatment & Distribution,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,CLAIRVIEW PUMP STATION,Drinking Water Treatment & Distribution,24323545,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,9349 RIVERSIDE DR E,Windsor,N8S 1J2,119.9,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,170834.3,615,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,615,1125.4,5.13,132.3870968,9.38,242.0645161,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.8,39.9,Not Available,Not Available,Not Available,Drinking Water Treatment & Distribution (119.9),Drinking Water Treatment & Distribution,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,CRAWFORD YARD,Office,24323546,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1531 CRAWFORD AVE,Windsor,N8X 2A9,6043,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,136.0,544817.8,1961.3,33681.1,3553.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5514.8,7355.9,0.91,23.48387097,1.22,31.48387097,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,193.9,32.1,Not Available,Not Available,Not Available,Office (6043.0),Office,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,DEVONWOOD PUMP STATION,Drinking Water Treatment & Distribution,24323547,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,3867 ACORN CRT,Windsor,N9A 7K6,46,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,1228.8,4.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.4,8.1,0.1,2.580645161,0.18,4.64516129,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0.7,Not Available,Not Available,Not Available,Drinking Water Treatment & Distribution (46.0),Drinking Water Treatment & Distribution,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,DROUILLARD PUMP STATION,Drinking Water Treatment & Distribution,24323548,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,290 DROUILLARD RD,Windsor,N9A 7K6,117,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,13962.9,50.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50.3,92,0.43,11.09677419,0.79,20.38709677,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.4,3.3,Not Available,Not Available,Not Available,Drinking Water Treatment & Distribution (117.0),Drinking Water Treatment & Distribution,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,EAST BANWELL PUMP STATION,Drinking Water Treatment & Distribution,24323549,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,11520 PALMETTO ST,Windsor,N9A 7K6,58,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,2304.5,8.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8.3,15.2,0.14,3.612903226,0.26,6.709677419,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.1,1.1,Not Available,Not Available,Not Available,Drinking Water Treatment & Distribution (58.0),Drinking Water Treatment & Distribution,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,EAST MARSH PUMP STATION,Drinking Water Treatment & Distribution,24323550,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,10864 RIVERSIDE DR E,Windsor,N9A 7K6,59.9,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,38258.2,137.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,137.7,252,2.3,59.35483871,4.21,108.6451613,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.1,17.9,Not Available,Not Available,Not Available,Drinking Water Treatment & Distribution (59.9),Drinking Water Treatment & Distribution,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,ENVIRONMENTAL SERVICES ADMIN BLDG,Office,24323551,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,3450 EC ROW AVE E,Windsor,N9A 7K6,1012.9,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,193844.8,697.8,10835.5,1143.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1841,2488.8,1.82,46.96774194,2.46,63.48387097,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,62.9,62.1,Not Available,Not Available,Not Available,Office (1012.9),Office,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FESTIVAL PLAZA,Other - Entertainment/Public Assembly,24323552,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,300 RIVERSIDE DR E,Windsor,N9A 7K6,380,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,84.0,133496.8,480.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,480.6,879.4,1.26,32.51612903,2.31,59.61290323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.7,9.8,Not Available,Not Available,Not Available,Other - Entertainment/Public Assembly (380.0),Other - Entertainment/Public Assembly,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FIELD HOUSE,Office,24323553,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,2365 MCDOUGALL ST,Windsor,N8X 3N6,445.9,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,40.0,10769,38.8,2923.7,308.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,347.2,397.9,0.78,20.12903226,0.89,22.96774194,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.8,35.5,Not Available,Not Available,Not Available,Office (445.9),Office,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FIRE HALL 1,Fire Station,24323554,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,815 GOYEAU ST,Windsor,N9A 1H7,2388,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,418251.7,1505.6,17131.9,1807.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3313.2,4671.3,1.39,35.87096774,1.96,50.58064516,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102.6,43,Not Available,Not Available,Not Available,Fire Station (2388.0),Fire Station,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FIRE HALL 2,Fire Station,24323555,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,3121 MILLOY ST,Windsor,N8Y 1L6,744,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,188001,676.8,8433.5,889.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1566.6,2181.7,2.11,54.4516129,2.93,75.61290323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50,67.2,Not Available,Not Available,Not Available,Fire Station (744.0),Fire Station,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FIRE HALL 3,Fire Station,24323556,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,2750 OUELLETTE AVE,Windsor,N8Y 1L7,558,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,95169.5,342.6,5275.9,556.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,899.2,1217,1.61,41.5483871,2.18,56.25806452,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,30.7,54.9,Not Available,Not Available,Not Available,Fire Station (558.0),Fire Station,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FIRE HALL 4,Fire Station,24323557,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,2600 COLLEGE AVE,Windsor,N9B 3T1,771.9,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,77779.2,280,4769.8,503.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,783.2,1045.8,1.01,26.06451613,1.35,34.83870968,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.5,35.6,Not Available,Not Available,Not Available,Fire Station (771.9),Fire Station,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FIRE HALL 5,Fire Station,24323558,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,2650 NORTHWOOD ST,Windsor,N9C 2L7,987.7,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,157226.6,566,8386.5,884.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1450.8,1973.7,2.69,69.41935484,3.66,94.4516129,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,48.9,90.7,Not Available,Not Available,Not Available,Fire Station (538.9),Fire Station,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FIRE HALL 6 & EOC,Fire Station,24323559,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1587 PROVINCIAL RD,Windsor,N8W 5V7,1270,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,228955.3,824.2,6127.7,646.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1470.7,2193.6,1.16,29.93548387,1.73,44.64516129,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38.9,30.6,Not Available,Not Available,Not Available,Fire Station (1270.0),Fire Station,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FIRE HALL 7,Fire Station,24323560,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1380 MATTHEW BRADY BLVD,Windsor,N8S 4R6,941.9,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,213339.8,768,8156.3,860.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1628.5,2317.6,1.73,44.64516129,2.46,63.48387097,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,49.2,52.3,Not Available,Not Available,Not Available,Fire Station (941.9),Fire Station,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FIRE PREVENTION,Fire Station,24323561,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,65 ELLIOTT ST E,Windsor,N9A 3R5,622,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,40.0,77046.3,277.4,4266.3,450.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,727.5,984.7,1.17,30.19354839,1.58,40.77419355,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24.8,39.9,Not Available,Not Available,Not Available,Fire Station (622.0),Fire Station,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FORD BUCKINGHAM PUMP STATION,Drinking Water Treatment & Distribution,24323562,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,5270 RIVERSIDE DR E,Windsor,N9A 7K6,0,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,13029.9,46.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,46.9,85.8,2.52,65.03225806,4.62,119.2258065,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.4,19.6,Not Available,Not Available,Not Available,Drinking Water Treatment & Distribution (18.6),Drinking Water Treatment & Distribution,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FOREST GLADE ARENA,Ice/Curling Rink,24323563,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,3205 FOREST GLADE DR,Windsor,N8R 1W7,5760,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,168.0,1501381.1,5404.7,40621.3,4285.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9690.5,14433.6,1.68,43.35483871,2.51,64.77419355,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,257.5,44.7,Not Available,Not Available,Not Available,Ice/Curling Rink (5760.0),Ice/Curling Rink,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FOREST GLADE COMMUNITY CENTRE,Social/Meeting Hall,24323564,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,3215 FOREST GLADE DR,Windsor,N8R 1W7,11647,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,84.0,Not Available,Not Available,8389.6,885.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,885.2,938.3,0.08,2.064516129,0.08,2.064516129,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,44.5,3.8,Not Available,Not Available,Not Available,Social/Meeting Hall (11647.0),Social/Meeting Hall,6/29/24 9:40 PM,No,Not Available
2023,Municipal,Municipality,City of Windsor,FOUNTAINBLEU WPL,Library,24323565,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,3030 RIVARD AVE,Windsor,N8W 1C2,761,1,Organization,City of Windsor,SubSector,Municipality,Weekly Average Hours,40.0,129315.7,465.5,3261.1,344.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,809.6,1216.6,1.06,27.35483871,1.6,41.29032258,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20.9,27.5,Not Available,Not Available,Not Available,Library (761.0),Library,6/29/24 9:40 PM,No,Not Available
