Year,Sector,Subsector,Organization,Property Name,Primary Property Type - Self Selected,Portfolio Manager Property ID,Portfolio Manager Parent Property ID,Parent Property Name,Year Ending,Address,City,Postal Code,Property GFA - Self-Reported (m²),Number of Buildings,Custom Property ID 1 - Name,Custom Property ID 1 - Value,Custom Property ID 2 - Name,Custom Property ID 2 - Value,Custom Property ID 3 - Name,Custom Property ID 3 - Value,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (GJ),Natural Gas Use (therms),Natural Gas Use (GJ),Fuel Oil #1 Use (GJ),Fuel Oil #2 Use (GJ),Fuel Oil #4 Use (GJ),Fuel Oil #5 & 6 Use (GJ),Diesel Use (GJ),Kerosene Use (GJ),Propane Use (GJ),District Steam Use (GJ),District Hot Water Use (GJ),District Chilled Water Use (GJ),Wood Use (GJ),Site Energy Use (GJ),Source Energy Use (GJ),Site EUI (GJ/m²),Site EUI (ekWh/sqft),Source EUI (GJ/m²),Source EUI (ekWh/sqft),Weather Normalized Site Energy Use (GJ),Weather Normalized Source Energy Use (GJ),Weather Normalized Site EUI (GJ/m²),Weather Normalized Site EUI (ekWh/sqft),Weather Normalized Source EUI (GJ/m²),Weather Normalized Source EUI (ekWh/sqft),Total (Location-Based) GHG Emissions (Metric Tons CO2e),Total (Location-Based) GHG Emissions Intensity (kgCO2e/m²),Drinking Water Treatment & Distribution - Average Flow (m³PD),Wastewater Treatment Plant - Average Influent Flow (m³PD),Address 2,List of All Property Use Types (GFA) (m²),Largest Property Use Type,Report Submission Date,Data Quality Checker Run?,Data Quality Checker - Date Run
2023,Municipal,Municipality,The Corporation of the City of Markham,Fire Station #91,Fire Station,3634451,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,7801 Bayview Avenue,Thornhill,L3T 7N1,775.6,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,117164.2,421.8,6528.4,688.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1110.6,1502,1.43,36.90322581,1.94,50.06451613,1236.6,1635.5,1.59,41.03225806,2.11,54.4516129,37.9,48.9,Not Available,Not Available,Not Available,Fire Station (775.6),Fire Station,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Fire Station #92,Fire Station,3634452,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,10 Riviera Dr,Markham,L3R 5M1,1431.5,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,223028.3,802.9,13833,1459.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2262.3,3016.3,1.58,40.77419355,2.11,54.4516129,2559.4,3337.6,1.79,46.19354839,2.33,60.12903226,79.6,55.6,Not Available,Not Available,Not Available,Fire Station (1431.5),Fire Station,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Fire Station #93,Fire Station,3634453,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,2930 MAJOR MACKENZIE DR E,Markham,L6C 0J1,1006.5,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,158233,569.6,720.8,76,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,645.7,1123,0.64,16.51612903,1.12,28.90322581,667.7,1163.2,0.66,17.03225806,1.16,29.93548387,8.3,8.2,Not Available,Not Available,Not Available,Fire Station (1006.5),Fire Station,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Fire Station #94,Fire Station,3634454,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,7300 Birchmount,Markham,L3R 3T1,663.5,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,97678.5,351.6,6222.2,656.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1008.1,1339.3,1.52,39.22580645,2.02,52.12903226,1111.8,1448.6,1.68,43.35483871,2.18,56.25806452,35.7,53.9,Not Available,Not Available,Not Available,Fire Station (663.5),Fire Station,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Fire Station #95,Fire Station,3634455,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,316 Main Street,Unionville,L3R 2H2,1100.5,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,134095.7,482.7,10246.1,1081,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1563.7,2029.3,1.42,36.64516129,1.84,47.48387097,1742,2218.2,1.58,40.77419355,2.02,52.12903226,58.1,52.8,Not Available,Not Available,Not Available,Fire Station (1100.5),Fire Station,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Fire Station #96,Fire Station,3634456,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,"5567 14th Avenue, Milliken",Markham,L3S 3K5,829.9,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,87425.1,314.7,7008.8,739.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1054.2,1359.8,1.27,32.77419355,1.64,42.32258065,1167.7,1480.1,1.41,36.38709677,1.78,45.93548387,39.6,47.7,Not Available,Not Available,Not Available,Fire Station (829.9),Fire Station,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Fire Station #97,Fire Station,3634457,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,"209 Main Street, Markham",Markham,L3P 1Y4,712.5,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67550.1,243.2,4602.6,485.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,728.8,959.7,1.02,26.32258065,1.35,34.83870968,792.9,1027.7,1.11,28.64516129,1.44,37.16129032,26.3,36.9,Not Available,Not Available,Not Available,Fire Station (712.5),Fire Station,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Fire Station #98,Fire Station,3634458,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,"650 Bur Oak Avenue, Markham",Markham,L6E 1C3 ?,873.3,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,141421.4,509.1,11352.9,1197.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1706.9,2201.3,1.95,50.32258065,2.52,65.03225806,1901.6,2407.8,2.18,56.25806452,2.76,71.22580645,64.2,73.5,Not Available,Not Available,Not Available,Fire Station (873.3),Fire Station,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Fire Station #99,Fire Station,3634459,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,"3255 Bur Oak Avenue, Markham",Markham,L6B 1E3,1006.5,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90431.6,325.5,189.3,20,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,753.8,Not Available,296.5,Not Available,1395.8,1788.5,1.39,35.87096774,1.78,45.93548387,1433.1,1850.9,1.42,36.64516129,1.84,47.48387097,71.6,71.2,Not Available,Not Available,Not Available,Fire Station (1006.5),Fire Station,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,John Street Fire Training Centre,Fire Station,3634460,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,438 John Street,Thornhill,L3T 1Z1,513.8,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,55716.7,200.6,4168.3,439.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,640.4,833.2,1.25,32.25806452,1.62,41.80645161,716.5,925.7,1.39,35.87096774,1.8,46.4516129,23.7,46.1,Not Available,Not Available,Not Available,Fire Station (513.8),Fire Station,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Markham Village Library,Library,3634461,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,6031 Highway 7,Markham,L3P 3A7,3493.2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,495980.8,1785.5,16388.7,1729.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3514.6,5100.2,1.01,26.06451613,1.46,37.67741935,3729,5317.6,1.07,27.61290323,1.52,39.22580645,100.8,28.9,Not Available,Not Available,Not Available,Library (3493.2),Library,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Unionville Library,Library,3634462,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,15 Library Lane,Markham,L3R 5C4,1267.2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,241209.3,868.3,3213.4,339,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1207.3,1948.4,0.95,24.51612903,1.54,39.74193548,1313.7,2092.9,1.04,26.83870968,1.65,42.58064516,23.8,18.8,Not Available,Not Available,Not Available,Library (1267.2),Library,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Thornhill Village Library,Library,3634463,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,10 Colborne St,Thornhill,L3T 1Z6,397.9,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,32391.6,116.6,935.6,98.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,215.3,318,0.54,13.93548387,0.8,20.64516129,237.8,348,0.6,15.48387097,0.87,22.4516129,5.9,14.8,Not Available,Not Available,Not Available,Library (397.9),Library,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,McKay House,Museum,3634464,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,197 MAIN ST,Markham,L3R 9W3,289.5,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7130.7,25.7,1314.2,138.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,164.3,193.9,0.57,14.70967742,0.67,17.29032258,185.3,215.8,0.64,16.51612903,0.75,19.35483871,7.2,24.8,Not Available,Not Available,Not Available,Museum (289.5),Museum,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Varley Art Gallery,Museum,3634465,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,216 Main st,Unionville,L3R 2H1,2322.6,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,334784.9,1205.2,19084.9,2013.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3218.7,4339.9,1.39,35.87096774,1.87,48.25806452,3265.8,4389.7,1.41,36.38709677,1.89,48.77419355,110.6,47.6,Not Available,Not Available,Not Available,Museum (2322.6),Museum,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Markham Village BIA,Office,3634472,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,132 ROBINSON ST,Markham,L3P 5H5,58.5,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3878.5,14,532.2,56.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70.1,85.1,1.2,30.96774194,1.45,37.41935484,79.6,95,1.36,35.09677419,1.62,41.80645161,2.9,50.1,Not Available,Not Available,Not Available,Office (58.5),Office,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Community & Fire Services Administration Building,Office,3634473,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,8100 WARDEN AVE,Markham,L3R 8H7,7862.1,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,851436.6,3065,3858.7,407.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1238.4,Not Available,1701.4,Not Available,6411.9,8657.4,0.82,21.16129032,1.1,28.38709677,6568.1,8893.6,0.84,21.67741935,1.13,29.16129032,267.3,34,Not Available,Not Available,Not Available,"Repair Services (Vehicle, Shoe, Locksmith, etc.) (4700.9), Office (3161.2)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Old Unionville Library Commuity Centre,Social/Meeting Hall,3634474,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,221 Main Street,Unionville,L3P 1Y6,313,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4980.9,17.9,1620.6,171,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,188.9,214.1,0.6,15.48387097,0.68,17.5483871,214.3,241,0.68,17.5483871,0.77,19.87096774,8.7,27.9,Not Available,Not Available,Not Available,Social/Meeting Hall (313.0),Social/Meeting Hall,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Unionville Train Station Community Centre,Social/Meeting Hall,3634475,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,7 STATION LANE,Markham,L3R 1R4,184.4,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3578.8,12.9,2375,250.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,263.5,289.2,1.43,36.90322581,1.57,40.51612903,298.3,326.2,1.62,41.80645161,1.77,45.67741935,12.7,68.9,Not Available,Not Available,Not Available,Social/Meeting Hall (184.4),Social/Meeting Hall,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Warden House,Social/Meeting Hall,3634476,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,8840 Warden Avenue,Markham,L3R 0K3,492,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17377,62.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,62.6,114.5,0.13,3.35483871,0.23,5.935483871,70.6,129.2,0.14,3.612903226,0.26,6.709677419,0.5,1,Not Available,Not Available,Not Available,Social/Meeting Hall (492.0),Social/Meeting Hall,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Milliken Mills Soccer Dome & Clubhouse,Other - Stadium,3634478,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,7700 Kennedy Rd,Markham,L3R 9S5,3101.3,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,239119.8,860.8,18434.6,1945,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2805.8,3636.9,0.9,23.22580645,1.17,30.19354839,3120.4,3970.5,1.01,26.06451613,1.28,33.03225806,104.5,33.7,Not Available,Not Available,Not Available,Stadium (Closed) (3101.3),Stadium (Closed),6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,St. Robert's Soccer Dome,Stadium (Closed),3634479,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,8101 LESLIE-ST,Markham,L3T 7P4,2726.8,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1096.2,3.9,38982,4112.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4116.8,4366.8,1.51,38.96774194,1.6,41.29032258,4861.3,5156,1.78,45.93548387,1.89,48.77419355,206.8,75.8,Not Available,Not Available,Not Available,Stadium (Closed) (2726.8),Stadium (Closed),6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Markham Civic Centre,Office,3634480,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,101 Town Centre Blvd,Markham,L3R 9W3,14485.2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1980599.5,7129.9,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4401.7,Not Available,2555.6,Not Available,14087.2,20358.7,0.97,25.03225806,1.41,36.38709677,15133.8,22105.8,1.04,26.83870968,1.53,39.48387097,603.8,41.7,Not Available,Not Available,Not Available,"Office (14485.2), Parking (12021.5)",Office,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Centennial Community Centre,Social/Meeting Hall,3634481,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,8600 McCowan Rd,Markham,L3P 3M2,13192.2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2746989.2,9888.8,98881.1,10432.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20321.3,29154.9,1.54,39.74193548,2.21,57.03225806,20607,29429.7,1.56,40.25806452,2.23,57.5483871,601.4,45.6,Not Available,Not Available,Not Available,"Other - Recreation (2322.6), Ice/Curling Rink (6278.2), Heated Swimming Pool (0.0), Social/Meeting Hall (1256.5), Fitness Center/Health Club/Gym (3334.9)",Ice/Curling Rink,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Thornhill Community Centre,Social/Meeting Hall,3634482,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,7755 Bayview Ave,Markham,L3T 4P1,15620.6,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3024827.2,10888.9,60965.7,6432.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17321.2,26744.9,1.11,28.64516129,1.71,44.12903226,18143.1,27580.5,1.16,29.93548387,1.77,45.67741935,408.1,26.1,Not Available,Not Available,Not Available,"Ice/Curling Rink (8571.9), Library (2327.5), Social/Meeting Hall (1005.1), Fitness Center/Health Club/Gym (3716.1)",Ice/Curling Rink,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Crosby Community Centre/Arena,Social/Meeting Hall,3634483,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,210 Main St,Unionville,L3R 2G9,3185.9,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,602750.8,2169.8,12607.5,1330.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3500,5380.7,1.1,28.38709677,1.69,43.61290323,3667.1,5557.8,1.15,29.67741935,1.74,44.90322581,83.8,26.3,Not Available,Not Available,Not Available,"Ice/Curling Rink (2660.3), Social/Meeting Hall (525.6)",Ice/Curling Rink,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Milliken Mills Community Centre,Social/Meeting Hall,3634484,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,7600 Kennedy Rd,Markham,L3R 9S5,9609.7,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1500093.9,5400.1,100099.9,10561.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15961.2,21077,1.66,42.83870968,2.19,56.51612903,16839.2,22007.6,1.75,45.16129032,2.29,59.09677419,573,59.6,Not Available,Not Available,Not Available,"Ice/Curling Rink (2992.0), Library (1526.8), Social/Meeting Hall (5090.9), Heated Swimming Pool (0.0)",Social/Meeting Hall,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Angus Glen Tennis Centre,Other - Stadium,3634486,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,3970 Major Mackenzie Dr E,Markham,L6P 1P8,2828.9,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8964.4,945.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,945.8,1002.5,0.32,8.258064516,0.34,8.774193548,1150.3,1219.3,0.39,10.06451613,0.41,10.58064516,47.6,16,Not Available,Not Available,Not Available,Other - Stadium (2963.0),Other - Stadium,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Pingle House,Social/Meeting Hall,3634487,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,4022 Major Mackenzie Drive,Markham,L6P 1P8,408.8,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,804.2,84.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Social/Meeting Hall (408.8),Social/Meeting Hall,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Markham Village Community Centre/Arena,Social/Meeting Hall,3634489,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,6041 Highway 7,Markham,L3P 3A7,4013.8,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,485209.5,1746.7,14468.8,1526.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3273.2,4814.6,0.82,21.16129032,1.2,30.96774194,3502.8,5057.9,0.87,22.4516129,1.26,32.51612903,90.3,22.5,Not Available,Not Available,Not Available,"Ice/Curling Rink (3073.6), Social/Meeting Hall (940.2)",Ice/Curling Rink,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Mount Joy Community Centre/Arena,Social/Meeting Hall,3634490,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,6140 16th Ave,Markham,L3P 3K8,5671.2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,884577,3184.3,16951,1788.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4972.8,7723.1,0.88,22.70967742,1.36,35.09677419,5310.4,8170,0.94,24.25806452,1.44,37.16129032,114.7,20.2,Not Available,Not Available,Not Available,"Ice/Curling Rink (3025.9), Social/Meeting Hall (2645.2)",Ice/Curling Rink,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Rouge River Community Centre,Social/Meeting Hall,3634491,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,120 Rouge Bank Dr,Markham,L3S 4B7,1886.1,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,213763.1,769.5,14928.7,1575.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2344.6,3077.8,1.24,32,1.63,42.06451613,2508.9,3252,1.33,34.32258065,1.72,44.38709677,85.2,45.2,Not Available,Not Available,Not Available,"Social/Meeting Hall (306.8), Fitness Center/Health Club/Gym (1579.4)",Fitness Center/Health Club/Gym,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,R.J. Clatworthy Arena,Ice/Curling Rink,3634492,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,2400 John St,Markham,L3T 6G6,3092.2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,480442.9,1729.5,9737.8,1027.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2756.9,4254.1,0.89,22.96774194,1.38,35.61290323,2884.1,4388.9,0.93,24,1.42,36.64516129,65.1,21.1,Not Available,Not Available,Not Available,Ice/Curling Rink (3092.2),Ice/Curling Rink,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Markham Museum,Museum,3634493,3634493,Markham Museum,12/31/2023,9350 HIGHWAY 48,Markham,L3P 3J3,6318.2,10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,568586,2046.8,21813.4,2301.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4348.3,6185.2,0.69,17.80645161,0.98,25.29032258,4706.2,6617.5,0.74,19.09677419,1.05,27.09677419,131.6,20.8,Not Available,Not Available,Not Available,Museum (6318.2),Museum,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Buttonville Women's Institute Community Hall,Social/Meeting Hall,3694669,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,8931 Woodbine Avenue,Unionville,L3R 0J9,498,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6599.6,23.8,2108.5,222.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,246.2,279.3,0.49,12.64516129,0.56,14.4516129,279.7,314.7,0.56,14.4516129,0.63,16.25806452,11.4,22.8,Not Available,Not Available,Not Available,Social/Meeting Hall (498.0),Social/Meeting Hall,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Milne Parks Yard Shop,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",3694671,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,8251 MCCOWAN RD Milne Park,Markham,L3P 3J3,119.9,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,675.6,2.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.4,4.5,0.02,0.516129032,0.04,1.032258065,2.4,4.5,0.02,0.516129032,0.04,1.032258065,0,0.2,Not Available,Not Available,Not Available,"Repair Services (Vehicle, Shoe, Locksmith, etc.) (119.9)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Parks Department Maintenance Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",3694672,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,"4415 14th Avenue, Milliken",Markham,L3R 0J2,674.4,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,54265.3,195.3,11550.9,1218.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1414,1649.3,2.1,54.19354839,2.45,63.22580645,1414,1649.3,2.1,54.19354839,2.45,63.22580645,62.8,93.1,Not Available,Not Available,Not Available,"Repair Services (Vehicle, Shoe, Locksmith, etc.) (674.4)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",6/30/24 10:33 PM,No,Not Available
